verbe,id,auteur,titre,intervale tps,date,page,ctx gauche,mot gauche,ponct G,pivot,ponct D,mot droit,ctx droit
montrer,706,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1497,. - je ne suis jamais fatigué . - à la bonne,heure,!,Montre,,-moi,tes bras . ( il les palpa ) . - tu es un solide petit gars
montrer,707,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1497,"l' aimaient , tous ! Pourquoi donc ne le lui ont -ils",pas,,montré,?,...,""" il continua : - pourquoi as -tu attendu si"
montrer,708,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1503,"intelligentes questions qu' il posait , à son",tour,",",montraient,,un,esprit sincère qui n' acceptait pas l' art comme un
montrer,709,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1506,et lointaine . Il en eut de la peine ; mais il ne la,lui,,montra,,pas,. Il avait fait maintenant à peu près le sacrifice
montrer,710,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1511,fut revenue dans le cabinet de travail et qu' il lui,eut,,montré,",",devant,"la fenêtre , le petit arbre son ami , où"
montrer,711,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1513,heureux ; elle l' aimait beaucoup plus qu' elle ne,le,,montrait,;,elle,sentait que cette amitié était la meilleure
montrer,712,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1518,"recevait Christophe , à toute heure du jour ; elle",se,,montrait,,avec,"lui , en promenade , au théâtre ; elle lui parlait"
montrer,713,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1525,"incertitudes , la lutte livrée en elle et dont elle",ne,,montrait,,rien,", le chagrin du chagrin qu' elle faisait à son ami ."
montrer,714,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1527,"avec son secret désir contre sa volonté ,",lui,,montrèrent,,à,"Paris un devoir nouveau à remplir . Colette ,"
montrer,715,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1530,tradition classique . Il y avait de bons plaisants,qui,,montraient,,le,remède à tous les maux dans le retour au latin . D'
montrer,716,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1539,votre lot à vous . Heureux conquistadores ! ...,il,,montrait,,si,"clairement le devoir d' action héroïque , échu à"
montrer,717,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1554,"ses passions , - la tranquillité que Christophe",avait,,montrée,,tout,à l' heure l' inquiétait . Il sonna à la porte .
montrer,718,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1570,"d' entretiens , dont ils ne se cachaient point ,",lui,,montrèrent,,qu',Aurora était beaucoup plus à l' aise que lui
montrer,719,ROLLAND Romain,Jean-Christophe : La Nouvelle journée,1910-1919,1912,1571,"elle l' eût suivi n' importe où . Aussitôt , ils",se,,montrèrent,,sûrs,d' eux et méprisants pour ceux qui ne
montrer,720,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,5,a conduit sa maîtresse dans le grand salon et là il,lui,,montre,,une,porte qu' il a laissée entr'ouverte et qui donne sur
montrer,721,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,12,vous obéir . Quel est donc ce papier que vous,avez,,montré,?,...,Rouletabille sortit à nouveau son billet tout
montrer,722,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,17,dans la rue en déchargeant un revolver qu' il,nous,,montra,",",qui,"était le plus gros que j' aie jamais vu , et qui"
montrer,723,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,19,vous semblez avoir tout à fait oubliées ... et il,lui,,montra,,la,jambe victime de l' avant-dernier attentat . - c' est
montrer,724,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,25,moment des massacres ; je lui reproche même de s',être,,montré,,aussi,femmelette que nous en se jetant aux pieds du
montrer,725,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,31,"en boirai plus . Je ne veux plus en boire . D' une main ,",il,,montrait,,sur,"la table , derrière lui , le grand verre encore à"
montrer,726,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,31,Pétrovna en lui promettant son aide ... il,avait,,montré,,de,"la pitié , certes ! De la pitié pour la détresse"
montrer,727,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,45,"d' impatience , des calèches dans lesquelles on",se,,montrait,,les,gros personnages de la cour . Les cochers énormes
montrer,728,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,45,", négligemment étendues au creux des",coussins,",",montraient,,leurs,"toilettes nouvelles , à la mode de Paris , et se"
montrer,729,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,49,de suite voir ce qui s' est passé là ! Et son doigt,lui,,montrait,,la,salle à manger . - bien ! Elle faisait pitié à
montrer,730,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,49,"! ... il les lui arracha plutôt qu' il ne les prit ,",lui,,montra,,une,"dernière fois la salle à manger , d' un tel geste de"
montrer,731,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,50,. Vous n' avez pas regardé de ce côté ? Elle,lui,,montrait,",",à,"son tour , la salle à manger . - non ! Non ! Je vous ai"
montrer,732,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,53,"plusieurs reprises , malgré l' impatience que lui",en,,montrait,,Rouletabille,", Matrena était montée auprès du"
montrer,733,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,53,pas voir le général et se jeta sur son lit . Natacha,se,,montra,,gaie,"avec son père , l' embrassa dix fois et descendit ."
montrer,734,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,59,fois ... ne confondons pas les épingles ! ... je,vous,,montrerai,,cela,tout à l' heure ! ... - il me fera perdre l' esprit
montrer,735,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,78,"je reconnus pour avoir arrêté mon fils , la veille ,",me,,montra,,un,"chariot qui passait , recouvert d' une bâche et"
montrer,736,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,85,"prétendaient que , si le gouvernement et la police",se,,montraient,,si,"longanimes , c' est qu' ils y trouvaient leur"
montrer,737,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,94,", et Rouletabille qui , depuis quelques",instants,",",montrait,,les,marques d' une fatigue et d' un étourdissement
montrer,738,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,97,", la bohémienne Katharina , avec laquelle il s'",est,,montré,,si,"généreux tout à l' heure , sans doute parce que"
montrer,739,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,98,"aux fils de la vierge brisés . Dans le moment , la lune",se,,montra,,et,"les bouleaux du chemin qui , tout à l' heure , étaient"
montrer,740,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,101,la grille . - barinia ? Prononçait -il . Ermolaï,lui,,montrait,,du,doigt le premier étage . - caracho ! Rouletabille
montrer,741,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,104,"de la mort de Féodor Féodorovitch . En terminant ,",elle,,montra,,Rouletabille,"à Féodor et cria : "" voilà celui qui t' a"
montrer,742,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,109,et de leur chef devient plus animée . Koupriane,se,,montre,,en,"colère , violent , leur fait des reproches . Les uns se"
montrer,743,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,110,"pas . Tout à coup des cris , des appels entre agents . On",se,,montre,,quelque,chose là-bas qui glisse sur une pente . C' est la
montrer,744,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,111,". Certainement , les derniers soupeurs ne",se,,montraient,,point,enchantés de cette invasion soudaine de la
montrer,745,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,116,. Matrena n' avait voulu aucun agent dans la maison .,Il,,montra,,le,mot de Koupriane et passa . Ermolaï vint à la
montrer,746,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,116,. Elles se retournèrent toutes deux et,lui,,montrèrent,,Féodor,Féodorovitch qui lui adressait des signes
montrer,747,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,120,"l' acte du jeune français , mais que celui -ci lui",avait,,montré,,un,"papier de la police sur lequel , lui , Koupriane ,"
montrer,748,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,125,ces objets vous -même à ... à Natacha ... ( il,lui,,montrait,,avec,une telle mine de désespoir ses deux icones du
montrer,749,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,134,- et ils savent que je dois être là - du moment que je,me,,montre,,à,"eux , ils en concluront que je ne sais rien ! ... - vous"
montrer,750,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,135,"le monde ! ... d' abord , elle , Matrena Pétrovna ,",avait,,montré,,une,effrayante figure de folle dans la grande robe de
montrer,751,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,137,plus dans le salon ! Où donc sont -ils ? ...,Rouletabille,,montra,,la,porte qu' on allait ouvrir . - peut-être derrière
montrer,752,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,147,avoir l' explication de la colère que vous,avez,,montrée,,tout,à l' heure devant vos hommes ! - ce sont des brutes !
montrer,753,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,150,"plumes , les voici , je dois les porter à",Koupriane,- .,montrez,,voir,! Pria le reporter . Rouletabille regarda les
montrer,754,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,151,"Nikolaïevitch . Tu vois bien que , moi , je dois",mourir,.,Montre,,-moi,"tes belles images ... - ah ! Mon petit , si tu voulais"
montrer,755,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,162,"ce qui se passait dans la cour . Tous , maintenant ,",se,,montraient,,intrigués,au plus haut point des faits et gestes de
montrer,756,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,165,. Mais le sous-officier lui fait tourner la tête ...,lui,,montre,,une,silhouette qui s' avance ! ... mince de veine alors !
montrer,757,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,167,"? - je dis la vérité , sire ! - où sont vos preuves ?",...,,montrez,,-moi,vos papiers ! ... - moi ! ... je n' en ai pas ! ... je n'
montrer,758,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,173,"sa belle-fille ... ces papiers , sire , que vous m'",avez,,montrés,",",et,"qui attestent , sans plus , les relations d' entente"
montrer,759,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,174,"! ... alors , elle n' a plus hésité ! ... - si on",lui,,montre,,son,"crime , croyez -vous qu' elle avouera ? Demanda l'"
montrer,760,LEROUX Gaston,Rouletabille chez le tsar,1910-1919,1912,176,""" eider "" , ainsi que l' une des plumes que vous m'",avez,,montrées,,l',atteste . Eh bien ! ... qu' il les fasse ouvrir
montrer,761,ROMAINS Jules,Les Copains,1910-1919,1913,220,qui vous est fait . Mais je suis sûr que vous vous,en,,montrerez,,dignes,. Le prêtre disparut dans l' escalier de la
montrer,762,ROMAINS Jules,Les Copains,1910-1919,1913,243,la verge miraculeuse qui fait jaillir l' eau du,rocher,.,Montrez,,que,vous estimez ce privilège à sa valeur . Ah ! Jeunes
montrer,763,ROMAINS Jules,Les Copains,1910-1919,1913,250,. C' était une aubaine . Les journaux locaux,se,,montrèrent,,enthousiastes,. On forma hâtivement un comité d'
montrer,764,ROMAINS Jules,Les Copains,1910-1919,1913,257,. Puis il rappela la longue gestation du monument . Il,le,,montra,",",sortant,"du sol de la place sainte-Ursule , grandissant"
montrer,765,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,248,changé . Il a encore maigri . L' entrain qu' il,avait,,montré,,tout,l' hiver est tombé . Il ne suit plus sérieusement
montrer,766,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,344,"... "" ( un rire bref , qui , dans cette face",jaune,,montre,,des,"dents luisantes . ) "" Pasteur a cru devoir prendre"
montrer,767,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,356,"soit de sa disparition . "" enfin , le quinzième jour ,",on,,montre,,à,"Dreyfus le bordereau . Il nie avec violence , avec"
montrer,768,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,360,", de vie régulière et honnête ; à cet homme ,",on,,montre,,un,"papier mystérieux , louche , de provenance obscure ."
montrer,769,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,380,"dorées , parmi des toilettes de femmes . On",se,,montre,,des,"têtes connues : généraux de l' état-major ,"
montrer,770,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,383,"! "" Barois ( avec un haut-le-corps ) . - "" parbleu ! "" (",il,,montre,,du,doigt un groupe d' officiers sanglés dans leurs
montrer,771,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,390,", il faudra , ou que l'on n' en parle pas , ou qu' on",les,,montre,;,c',"est pourquoi je dis à m . Le général de Pellieux : """
montrer,772,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,415,"promets ... "" Woldsmuth ( une lueur d' espoir ) . - """,oui,",",montrez,,-les,"à Luce , et répétez -lui bien exactement tout ce"
montrer,773,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,443,historique sur le développement des religions,nous,,montre,,qu',elles sont toutes nées de la curiosité de l' homme
montrer,774,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,474,". Barois ( à Marie ) . - "" voulez -vous ... que je",vous,,montre,,votre,"chambre ? "" ( il fait un pas vers la porte , et se"
montrer,775,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,476,"dans mon cabinet , en attendant le dîner ? ... je",vous,,montre,,le,"chemin . "" elle le suit , résignée . Il se retourne ."
montrer,776,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,485,"voyons ... il n' est pas possible , que jusqu' ici ... "" (",il,,montre,,les,"tomes du semeur . ) "" aucun , aucun doute ne vous a"
montrer,777,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,511,"il s' agit seulement de vous . "" ( un temps . ) "" votre",lettre,,montre,,assez,bien ce qui peut vous attacher au catholicisme ;
montrer,778,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,533,"douze ans -je ne dis pas un de vos abonnés ... "" (",il,,montre,,sa,"soutane . ) - "" mais un de vos lecteurs ... "" Jean ("
montrer,779,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,547,", par le raccourci ... et , si vous voulez bien , je",vous,,montrerai,,moi,"-même le chemin ... "" Jean a voulu se lever . Il s'"
montrer,780,MARTIN DU GARD Roger,Jean Barois,1910-1919,1913,550,"le consoler ? Moi , je lui ai apporté le calme ; je lui",ai,,montré,,des,horizons de clarté . Vous n' avez su lui proposer
montrer,781,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,10,les cheveux complètement ras comme un paysan . Il,me,,montra,,les,deux fusées avec leurs bouts de mèche en papier que
montrer,782,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,80,"en manches de chemise , et ses dents claquaient .",Il,,montrait,,dans,ses paroles et ses gestes le mépris le plus
montrer,783,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,93,"une porte , et se trouvait dans une chambre où",l'on,,montrait,,la,lanterne magique . Des enfants applaudissaient à
montrer,784,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,195,là pour moi ! Mes parents furent avertis : M. Seurel,se,,montra,,très,"étonné , mais se rendit bien vite aux raisons d'"
montrer,785,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,224,"photographies , de vieux groupes scolaires",jaunis,,montraient,,mon,père -on mettait longtemps à le reconnaître en
montrer,786,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,247,"arriverons à tout apprêter ... on eût dit , tant",elle,,montrait,,d',"assurance , qu' elle -même avait pris cette"
montrer,787,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,255,ne laissaient pas de m' effrayer un peu . Chez mon oncle,il,,montra,,la,"même impatience , il parut incapable de s'"
montrer,788,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,285,bien partir ... elle ne m' a jamais rien refusé . Il,me,,montrait,,un,"visage où , dans la poussière et la boue , les larmes"
montrer,789,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,343,"femme , ils furent conviés , à leur grand ennui , elle",se,,montra,,timide,comme une nouvelle mariée . On avait allumé les
montrer,790,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,355,"- fermières , entre les arbres , au bord de l'",eau,",",montraient,,leurs,pignons pointus garnis de treillis verts . Sans
montrer,791,ALAIN-FOURNIER ,Le Grand Meaulnes,1910-1919,1913,362,la maison de Frantz qu' Yvonne De Galais m' avait,jadis,,montrée,,déserte,", j' aperçus de loin une manière de jeune"
montrer,792,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,13,"d' un pyjama de soie rose , le rassura tout à fait ,",lui,,montra,,rapidement,"des numéros justificatifs , et lui"
montrer,793,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,106,humblement pardon d' avoir été cause que vous,avez,,montré,,votre,"inintelligence . "" mais il aurait pris cela pour"
montrer,794,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,133,dans sa victoria ( sur la route de Settignano ) me l',ont,,montré,,aggravé,à tous les points de vue ; il pose au
montrer,795,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,134,belles danseuses du Savonarole ( celles que j',avais,,montrées,,à,"Max Claremoris , un soir ) . Avant-hier je leur ai"
montrer,796,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,136,"oliviers étalent des verts légers , et où San",Miniato,,montre,,dans,"la sombre verdure un visage de couleurs , azur de"
montrer,797,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,151,"égoïsme . à la réflexion , la réserve qu' elle m'",a,,montrée,,me,plaît beaucoup . Nous sommes restés assis
montrer,798,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,157,"reste , voici quelques journaux illustrés qui",vous,,montreront,,...,""" et il tire de sa petite boîte de cuir quelques"
montrer,799,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,173,"ce qu' on veut ; et pour cette histoire de fille , elle m'",a,,montré,,chez,vous quelque chose de chevaleresque que j'
montrer,800,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,181,d' officiers en casquettes et dolmans blancs se,la,,montraient,,en,"riant . On pensait : tiens , une petite Grecque qui va"
montrer,801,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,186,de loin comme une image de la pureté conjugale,me,,montrait,",",le,"plus naturellement du monde , un coeur cent fois"
montrer,802,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,194,à la vie ; la pauvre foule sourde des médiocres,qui,,montre,,au,"doigt celui qui veut goûter au monde , l' homme qui vit"
montrer,803,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,198,"sémaphore , comme aussi le vernis des",portières,",",montraient,,des,armes que j' avais déjà vues . Je m' assis à la
montrer,804,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,199,"pour sa vie . "" Putouarey me regardait , surpris . Je",lui,,montrais,,là,quelque chose de moi que je n' aurais pas aimé qu' il
montrer,805,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,205,sentir . Putouarey vaut cent fois mieux que moi : qu' il,me,,montre,,donc,ce côté de lui -même par où il m' est supérieur !
montrer,806,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,222,crête et semblait émaner de la pierre . Et le roc,se,,montrait,,nu,"et sans honte , d' un seul élan haussé . Tout en haut ,"
montrer,807,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,226,s' écrire à lui -même et j' ai tant insisté qu' il m',a,,montré,,la,"lettre : "" as -tu fait un bon voyage , suppôt de l'"
montrer,808,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,260,"sur cette grille un livre arien , je suppose ; et",il,,montre,,les,quatre évangiles orthodoxes rangés dans cette
montrer,809,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,277,vingt-sept ans n' a encore jamais porté un corset .,Elle,,montre,,aussitôt,dans un grand sourire qu' elle a toutes ses
montrer,810,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,285,"mon dégoût de toutes choses , j' aurais voulu qu'",elle,,montrât,,un,peu d' irritation . Elle a paru très indifférente .
montrer,811,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,312,ce souvenir comme une chose trop belle pour,être,,montrée,,au,"premier venu . Mais si , "" mon grand écolier stupide """
montrer,812,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,312,. Tu n' as encore rien fait de mieux que ça . Tu,as,,montré,,que,tu crois fermement à la possibilité du salut pour
montrer,813,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,315,"est possédé . S' il voulait décrire un pauvre , il",le,,montrerait,,comme,un bourgeois moins quelque chose : moins l'
montrer,814,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,316,"de la vie "" ? Cela me sonne mal aux oreilles . Quand on",me,,montre,,un,"homme qui , parti de rien , est devenu par son seul"
montrer,815,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,321,". Ils reconnurent bientôt Stéphane , et se",le,,montraient,,et,le considéraient . Je me rappelai que Stéphane
montrer,816,LARBAUD Valery,"A.O. Barnabooth, ses oeuvres complètes : le Pauvre chemisier ; Poésies ; Journal intime",1910-1919,1913,354,". Je connaissais leur loyauté , et elles",se,,montraient,,empressées,"à me rendre service , reconnaissantes ,"
montrer,817,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,7,"un cheval courir , les positions successives que",nous,,montre,,le,"kinétoscope . Mais j' avais revu tantôt l' une ,"
montrer,818,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,9,", la sonorité mordorée du nom de Brabant me l'",avait,,montrée,,avec,évidence . Golo s' arrêtait un instant pour
montrer,819,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,16,"dans la conversation , évitait les sujets sérieux",et,,montrait,,une,"précision fort prosaïque , non seulement quand"
montrer,820,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,18,"soustrait aux yeux des mortels , et où Virgile nous",le,,montre,,reçu,"à bras ouverts ; ou , pour s' en tenir à une image"
montrer,821,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,51,""" en couleur "" et celles qui ne l' avaient pas été -",me,,montrait,,que,ces pétales étaient bien ceux qui avant de
montrer,822,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,59,chatoyaient jamais tant que les jours où le soleil,se,,montrait,,peu,", de sorte que , fît -il gris dehors , on était sûr"
montrer,823,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,67,"connais mal , un passant qui m' a "" mis dans mon chemin """,me,,montre,,au,"loin , comme un point de repère , tel beffroi d'"
montrer,824,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,69,"de Françoise et qui , au cours de leur visite ,",avaient,,montré,,combien,ils étaient indignes de la faveur qu' on leur
montrer,825,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,115,"sortie de la poche de son veston avec sa clef , il",nous,,montrait,,debout,devant nous la petite porte de derrière de
montrer,826,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,117,", un désir qu' elle semblait dissimuler . Et elle",lui,,montrait,,qu',"elle l' avait démasquée , d' un seul mot qui"
montrer,827,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,127,", qu' il cachait soigneusement au fond de lui , qu' il",ne,,montrait,,pas,"parce que ce Legrandin -là savait sur le nôtre ,"
montrer,828,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,136,"écume creuse , sèche et sans parfum . Mon",grand-père,,montrait,,à,mon père en quoi l' aspect des lieux était resté le
montrer,829,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,169,un coin semblait réservé aux espèces communes,qui,,montraient,,le,"blanc et le rose proprets de la julienne , lavés"
montrer,830,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,172,"devant les petits jardins de ses vassaux , elle",me,,montrait,",",le,"long des murs bas , les fleurs qui y appuient leurs"
montrer,831,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,174,"parler de Mme de Guermantes , et il nous avait",même,,montré,,le,numéro d' une revue illustrée où elle était
montrer,832,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,174,parcelles d' analogie avec le portrait qu' on m',avait,,montré,",",parce,que surtout les traits particuliers que je
montrer,833,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,181,"tournants du chemin me les dérobaient , puis ils",se,,montrèrent,,une,"dernière fois , et enfin je ne les vis plus . Sans"
montrer,834,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,184,"ne se forme que dans la mémoire , les fleurs qu' on",me,,montre,,aujourd'hui,pour la première fois ne me semblent pas de
montrer,835,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,203,", sur un ton qui feignait d' être piqué , et qu' on",vous,,montrera,,le,portrait de Cottard ( elle l' avait commandé au
montrer,836,PROUST Marcel,"À la recherche du temps perdu. 1, 2, 3. Du côté de chez Swann",1910-1919,1913,216,", Cottard disait : "" Ah ! bon , bon , ça va bien "" et",ne,,montrait,,plus,"trace d' émotion . Mais , cette fois -ci , les"
